Togo,https://www.panapress.com/Coronavirus-Journalist-Dominique-a_630634634-lang2.html,nan
Trinidad and Tobago,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Trinidad_and_Tobago,nan
Tunisia,https://www.aa.com.tr/en/africa/tunisia-confirms-first-death-from-coronavirus/1772463,nan
Turkey,https://www.aa.com.tr/en/health/turkey-confirms-first-death-from-coronavirus/1769849,nan
Uganda,No death till 16 May 2020,nan
Ukraine,https://www.aa.com.tr/en/europe/ukraine-announces-first-death-from-coronavirus/1765282,nan
United Arab Emirates,https://www.thenational.ae/uae/health/coronavirus-first-two-virus-deaths-announced-in-the-uae-1.995186,nan
United Kingdom,https://www.bbc.com/news/uk-51759602,nan
United States,https://thehill.com/homenews/state-watch/494682-first-known-us-coronavirus-death-caused-by-massive-cardiac-event,nan
Uruguay,https://www.reuters.com/article/us-health-coronavirus-uruguay/bolivia-uruguay-confirm-first-coronavirus-deaths-idUSKBN21G0JW,nan
Uzbekistan,https://www.aa.com.tr/en/latest-on-coronavirus-outbreak/uzbekistan-reports-first-coronavirus-death/1781400,nan
Venezuela,https://tass.com/world/1136323,nan
Vietnam,No death till 16 May 2020,nan
Western Sahara,No death till 16 May 2020,nan
Yemen,https://www.aljazeera.com/news/2020/04/yemen-reports-coronavirus-deaths-multiple-cases-200430012816270.html,nan
Zambia,https://www.aa.com.tr/en/africa/zambia-records-first-covid-19-death-as-cases-rise/1790303,nan
Zimbabwe,https://www.news24.com/SouthAfrica/News/journalist-zororo-makamba-becomes-zimbabwes-first-covid-19-death-20200323,nan
