airport,date,country,state,city,baseline_percent
Chicago OHare International,2020-05-02,United States of America (the),Illinois,Chicago,64
Chicago OHare International,2020-09-02,United States of America (the),Illinois,Chicago,73
Chicago OHare International,2020-06-25,United States of America (the),Illinois,Chicago,85
Chicago OHare International,2020-05-07,United States of America (the),Illinois,Chicago,67
Chicago OHare International,2020-09-06,United States of America (the),Illinois,Chicago,51
Chicago OHare International,2020-03-27,United States of America (the),Illinois,Chicago,73
Chicago OHare International,2020-07-12,United States of America (the),Illinois,Chicago,58
Chicago OHare International,2020-10-04,United States of America (the),Illinois,Chicago,60
Chicago OHare International,2020-04-19,United States of America (the),Illinois,Chicago,48
Chicago OHare International,2020-06-13,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-09-10,United States of America (the),Illinois,Chicago,70
Chicago OHare International,2020-04-25,United States of America (the),Illinois,Chicago,61
Chicago OHare International,2020-05-19,United States of America (the),Illinois,Chicago,82
Chicago OHare International,2020-09-24,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-07-24,United States of America (the),Illinois,Chicago,73
Chicago OHare International,2020-04-12,United States of America (the),Illinois,Chicago,40
Chicago OHare International,2020-03-19,United States of America (the),Illinois,Chicago,83
Chicago OHare International,2020-09-08,United States of America (the),Illinois,Chicago,62
Chicago OHare International,2020-07-07,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-07-29,United States of America (the),Illinois,Chicago,83
Chicago OHare International,2020-09-15,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-04-04,United States of America (the),Illinois,Chicago,61
Chicago OHare International,2020-05-09,United States of America (the),Illinois,Chicago,62
Chicago OHare International,2020-05-31,United States of America (the),Illinois,Chicago,74
Chicago OHare International,2020-08-06,United States of America (the),Illinois,Chicago,80
Chicago OHare International,2020-03-17,United States of America (the),Illinois,Chicago,90
Chicago OHare International,2020-03-21,United States of America (the),Illinois,Chicago,83
Chicago OHare International,2020-08-23,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-08-02,United States of America (the),Illinois,Chicago,61
Chicago OHare International,2020-08-31,United States of America (the),Illinois,Chicago,73
Chicago OHare International,2020-07-21,United States of America (the),Illinois,Chicago,84
Chicago OHare International,2020-03-29,United States of America (the),Illinois,Chicago,61
Chicago OHare International,2020-09-07,United States of America (the),Illinois,Chicago,21
Chicago OHare International,2020-06-05,United States of America (the),Illinois,Chicago,82
Chicago OHare International,2020-06-14,United States of America (the),Illinois,Chicago,66
Chicago OHare International,2020-09-21,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-09-28,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-06-24,United States of America (the),Illinois,Chicago,82
Chicago OHare International,2020-04-01,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-09-05,United States of America (the),Illinois,Chicago,71
Chicago OHare International,2020-04-13,United States of America (the),Illinois,Chicago,66
Chicago OHare International,2020-06-27,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-07-11,United States of America (the),Illinois,Chicago,73
Chicago OHare International,2020-07-27,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-10-03,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-06-09,United States of America (the),Illinois,Chicago,80
Chicago OHare International,2020-06-11,United States of America (the),Illinois,Chicago,80
Chicago OHare International,2020-10-10,United States of America (the),Illinois,Chicago,63
Chicago OHare International,2020-08-27,United States of America (the),Illinois,Chicago,79
Chicago OHare International,2020-07-06,United States of America (the),Illinois,Chicago,73
Chicago OHare International,2020-07-23,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-09-18,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-04-03,United States of America (the),Illinois,Chicago,68
Chicago OHare International,2020-04-27,United States of America (the),Illinois,Chicago,69
Chicago OHare International,2020-08-24,United States of America (the),Illinois,Chicago,82
Chicago OHare International,2020-09-12,United States of America (the),Illinois,Chicago,68
Chicago OHare International,2020-06-30,United States of America (the),Illinois,Chicago,82
Chicago OHare International,2020-09-16,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-09-30,United States of America (the),Illinois,Chicago,84
Chicago OHare International,2020-06-28,United States of America (the),Illinois,Chicago,64
Chicago OHare International,2020-05-15,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-10-13,United States of America (the),Illinois,Chicago,80
Chicago OHare International,2020-06-23,United States of America (the),Illinois,Chicago,87
Chicago OHare International,2020-09-22,United States of America (the),Illinois,Chicago,83
Chicago OHare International,2020-07-04,United States of America (the),Illinois,Chicago,37
Chicago OHare International,2020-05-26,United States of America (the),Illinois,Chicago,67
Chicago OHare International,2020-05-27,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-08-26,United States of America (the),Illinois,Chicago,83
Chicago OHare International,2020-08-12,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-10-06,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-07-14,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-06-01,United States of America (the),Illinois,Chicago,69
Chicago OHare International,2020-05-03,United States of America (the),Illinois,Chicago,53
Chicago OHare International,2020-07-17,United States of America (the),Illinois,Chicago,69
Chicago OHare International,2020-03-24,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-08-13,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-03-28,United States of America (the),Illinois,Chicago,68
Chicago OHare International,2020-04-10,United States of America (the),Illinois,Chicago,66
Chicago OHare International,2020-10-09,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-08-25,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-07-10,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-04-16,United States of America (the),Illinois,Chicago,68
Chicago OHare International,2020-06-19,United States of America (the),Illinois,Chicago,79
Chicago OHare International,2020-07-31,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-04-24,United States of America (the),Illinois,Chicago,65
Chicago OHare International,2020-04-15,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-05-04,United States of America (the),Illinois,Chicago,74
Chicago OHare International,2020-10-14,United States of America (the),Illinois,Chicago,83
Chicago OHare International,2020-07-02,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-10-12,United States of America (the),Illinois,Chicago,68
Chicago OHare International,2020-04-26,United States of America (the),Illinois,Chicago,51
Chicago OHare International,2020-08-18,United States of America (the),Illinois,Chicago,79
Chicago OHare International,2020-07-18,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-06-17,United States of America (the),Illinois,Chicago,79
Chicago OHare International,2020-08-01,United States of America (the),Illinois,Chicago,74
Chicago OHare International,2020-08-09,United States of America (the),Illinois,Chicago,61
Chicago OHare International,2020-05-13,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-05-21,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-05-12,United States of America (the),Illinois,Chicago,74
Chicago OHare International,2020-09-29,United States of America (the),Illinois,Chicago,87
Chicago OHare International,2020-05-29,United States of America (the),Illinois,Chicago,79
Chicago OHare International,2020-09-03,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-07-20,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-06-12,United States of America (the),Illinois,Chicago,76
Chicago OHare International,2020-07-19,United States of America (the),Illinois,Chicago,66
Chicago OHare International,2020-05-22,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-05-01,United States of America (the),Illinois,Chicago,73
Chicago OHare International,2020-09-01,United States of America (the),Illinois,Chicago,71
Chicago OHare International,2020-03-23,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-05-10,United States of America (the),Illinois,Chicago,48
Chicago OHare International,2020-07-26,United States of America (the),Illinois,Chicago,58
Chicago OHare International,2020-08-29,United States of America (the),Illinois,Chicago,74
Chicago OHare International,2020-05-24,United States of America (the),Illinois,Chicago,58
Chicago OHare International,2020-09-20,United States of America (the),Illinois,Chicago,62
Chicago OHare International,2020-06-18,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-06-02,United States of America (the),Illinois,Chicago,76
Chicago OHare International,2020-09-25,United States of America (the),Illinois,Chicago,76
Chicago OHare International,2020-05-11,United States of America (the),Illinois,Chicago,68
Chicago OHare International,2020-09-19,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-05-06,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-05-17,United States of America (the),Illinois,Chicago,62
Chicago OHare International,2020-06-22,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-08-16,United States of America (the),Illinois,Chicago,68
Chicago OHare International,2020-04-29,United States of America (the),Illinois,Chicago,69
Chicago OHare International,2020-04-11,United States of America (the),Illinois,Chicago,67
Chicago OHare International,2020-05-30,United States of America (the),Illinois,Chicago,74
Chicago OHare International,2020-04-23,United States of America (the),Illinois,Chicago,67
Chicago OHare International,2020-07-16,United States of America (the),Illinois,Chicago,74
Chicago OHare International,2020-06-04,United States of America (the),Illinois,Chicago,82
Chicago OHare International,2020-09-14,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-03-25,United States of America (the),Illinois,Chicago,79
Chicago OHare International,2020-03-22,United States of America (the),Illinois,Chicago,70
Chicago OHare International,2020-07-13,United States of America (the),Illinois,Chicago,76
Chicago OHare International,2020-07-28,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-04-30,United States of America (the),Illinois,Chicago,70
Chicago OHare International,2020-07-09,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-10-16,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-10-08,United States of America (the),Illinois,Chicago,76
Chicago OHare International,2020-03-20,United States of America (the),Illinois,Chicago,82
Chicago OHare International,2020-06-21,United States of America (the),Illinois,Chicago,58
Chicago OHare International,2020-05-18,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-05-20,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-10-05,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-03-18,United States of America (the),Illinois,Chicago,88
Chicago OHare International,2020-08-19,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-07-05,United States of America (the),Illinois,Chicago,54
Chicago OHare International,2020-05-23,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-06-10,United States of America (the),Illinois,Chicago,79
Chicago OHare International,2020-05-05,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-03-31,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-10-02,United States of America (the),Illinois,Chicago,76
Chicago OHare International,2020-06-03,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-06-06,United States of America (the),Illinois,Chicago,83
Chicago OHare International,2020-04-06,United States of America (the),Illinois,Chicago,70
Chicago OHare International,2020-04-17,United States of America (the),Illinois,Chicago,64
Chicago OHare International,2020-08-05,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-07-01,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-08-07,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-06-15,United States of America (the),Illinois,Chicago,83
Chicago OHare International,2020-09-17,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-06-26,United States of America (the),Illinois,Chicago,71
Chicago OHare International,2020-04-02,United States of America (the),Illinois,Chicago,74
Chicago OHare International,2020-07-30,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-09-04,United States of America (the),Illinois,Chicago,67
Chicago OHare International,2020-09-26,United States of America (the),Illinois,Chicago,67
Chicago OHare International,2020-03-16,United States of America (the),Illinois,Chicago,94
Chicago OHare International,2020-08-04,United States of America (the),Illinois,Chicago,79
Chicago OHare International,2020-08-11,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-09-27,United States of America (the),Illinois,Chicago,64
Chicago OHare International,2020-04-08,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-08-22,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-06-16,United States of America (the),Illinois,Chicago,76
Chicago OHare International,2020-08-20,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-05-14,United States of America (the),Illinois,Chicago,71
Chicago OHare International,2020-06-29,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-03-30,United States of America (the),Illinois,Chicago,71
Chicago OHare International,2020-04-20,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-04-05,United States of America (the),Illinois,Chicago,41
Chicago OHare International,2020-05-28,United States of America (the),Illinois,Chicago,80
Chicago OHare International,2020-09-11,United States of America (the),Illinois,Chicago,69
Chicago OHare International,2020-08-15,United States of America (the),Illinois,Chicago,68
Chicago OHare International,2020-05-25,United States of America (the),Illinois,Chicago,25
Chicago OHare International,2020-10-11,United States of America (the),Illinois,Chicago,57
Chicago OHare International,2020-08-21,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-10-01,United States of America (the),Illinois,Chicago,86
Chicago OHare International,2020-07-03,United States of America (the),Illinois,Chicago,44
Chicago OHare International,2020-10-15,United States of America (the),Illinois,Chicago,84
Chicago OHare International,2020-04-21,United States of America (the),Illinois,Chicago,71
Chicago OHare International,2020-04-09,United States of America (the),Illinois,Chicago,71
Chicago OHare International,2020-10-07,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-07-08,United States of America (the),Illinois,Chicago,81
Chicago OHare International,2020-08-10,United States of America (the),Illinois,Chicago,72
Chicago OHare International,2020-04-07,United States of America (the),Illinois,Chicago,70
Chicago OHare International,2020-04-14,United States of America (the),Illinois,Chicago,71
Chicago OHare International,2020-08-30,United States of America (the),Illinois,Chicago,62
Chicago OHare International,2020-08-03,United States of America (the),Illinois,Chicago,74
Chicago OHare International,2020-09-23,United States of America (the),Illinois,Chicago,83
Chicago OHare International,2020-03-26,United States of America (the),Illinois,Chicago,73
Chicago OHare International,2020-07-15,United States of America (the),Illinois,Chicago,73
Chicago OHare International,2020-06-07,United States of America (the),Illinois,Chicago,61
Chicago OHare International,2020-08-28,United States of America (the),Illinois,Chicago,80
Chicago OHare International,2020-08-14,United States of America (the),Illinois,Chicago,77
Chicago OHare International,2020-06-08,United States of America (the),Illinois,Chicago,78
Chicago OHare International,2020-06-20,United States of America (the),Illinois,Chicago,61
Chicago OHare International,2020-07-22,United States of America (the),Illinois,Chicago,75
Chicago OHare International,2020-05-08,United States of America (the),Illinois,Chicago,70
Boston Logan International ,2020-06-11,United States of America (the),Massachusetts,Boston,57
Boston Logan International ,2020-08-22,United States of America (the),Massachusetts,Boston,69
Boston Logan International ,2020-08-06,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-09-23,United States of America (the),Massachusetts,Boston,77
Boston Logan International ,2020-07-24,United States of America (the),Massachusetts,Boston,67
Boston Logan International ,2020-03-27,United States of America (the),Massachusetts,Boston,72
Boston Logan International ,2020-10-14,United States of America (the),Massachusetts,Boston,76
Boston Logan International ,2020-09-17,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-05-20,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-07-27,United States of America (the),Massachusetts,Boston,71
Boston Logan International ,2020-05-21,United States of America (the),Massachusetts,Boston,60
Boston Logan International ,2020-06-08,United States of America (the),Massachusetts,Boston,60
Boston Logan International ,2020-10-05,United States of America (the),Massachusetts,Boston,66
Boston Logan International ,2020-05-11,United States of America (the),Massachusetts,Boston,61
Boston Logan International ,2020-04-10,United States of America (the),Massachusetts,Boston,57
Boston Logan International ,2020-03-25,United States of America (the),Massachusetts,Boston,82
Boston Logan International ,2020-06-04,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-03-29,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-04-08,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-05-18,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-05-25,United States of America (the),Massachusetts,Boston,32
Boston Logan International ,2020-03-28,United States of America (the),Massachusetts,Boston,70
Boston Logan International ,2020-05-07,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-03-17,United States of America (the),Massachusetts,Boston,94
Boston Logan International ,2020-05-03,United States of America (the),Massachusetts,Boston,53
Boston Logan International ,2020-04-27,United States of America (the),Massachusetts,Boston,56
Boston Logan International ,2020-09-04,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-07-25,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-06-30,United States of America (the),Massachusetts,Boston,61
Boston Logan International ,2020-03-24,United States of America (the),Massachusetts,Boston,79
Boston Logan International ,2020-05-14,United States of America (the),Massachusetts,Boston,56
Boston Logan International ,2020-09-18,United States of America (the),Massachusetts,Boston,75
Boston Logan International ,2020-09-08,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-06-26,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-04-14,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-03-21,United States of America (the),Massachusetts,Boston,90
Boston Logan International ,2020-04-26,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-05-26,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-08-24,United States of America (the),Massachusetts,Boston,67
Boston Logan International ,2020-08-18,United States of America (the),Massachusetts,Boston,67
Boston Logan International ,2020-06-09,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-08-20,United States of America (the),Massachusetts,Boston,61
Boston Logan International ,2020-08-15,United States of America (the),Massachusetts,Boston,57
Boston Logan International ,2020-03-18,United States of America (the),Massachusetts,Boston,93
Boston Logan International ,2020-09-10,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-08-14,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-06-07,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-07-29,United States of America (the),Massachusetts,Boston,66
Boston Logan International ,2020-10-16,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-09-12,United States of America (the),Massachusetts,Boston,61
Boston Logan International ,2020-06-14,United States of America (the),Massachusetts,Boston,56
Boston Logan International ,2020-05-24,United States of America (the),Massachusetts,Boston,47
Boston Logan International ,2020-09-28,United States of America (the),Massachusetts,Boston,73
Boston Logan International ,2020-05-22,United States of America (the),Massachusetts,Boston,52
Boston Logan International ,2020-09-26,United States of America (the),Massachusetts,Boston,66
Boston Logan International ,2020-04-13,United States of America (the),Massachusetts,Boston,59
Boston Logan International ,2020-07-04,United States of America (the),Massachusetts,Boston,51
Boston Logan International ,2020-10-02,United States of America (the),Massachusetts,Boston,66
Boston Logan International ,2020-06-22,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-07-11,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-05-27,United States of America (the),Massachusetts,Boston,60
Boston Logan International ,2020-09-27,United States of America (the),Massachusetts,Boston,73
Boston Logan International ,2020-08-21,United States of America (the),Massachusetts,Boston,66
Boston Logan International ,2020-07-09,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-07-19,United States of America (the),Massachusetts,Boston,67
Boston Logan International ,2020-08-16,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-09-21,United States of America (the),Massachusetts,Boston,70
Boston Logan International ,2020-08-31,United States of America (the),Massachusetts,Boston,61
Boston Logan International ,2020-08-28,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-09-13,United States of America (the),Massachusetts,Boston,63
Boston Logan International ,2020-06-13,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-07-13,United States of America (the),Massachusetts,Boston,70
Boston Logan International ,2020-05-06,United States of America (the),Massachusetts,Boston,60
Boston Logan International ,2020-04-16,United States of America (the),Massachusetts,Boston,53
Boston Logan International ,2020-04-20,United States of America (the),Massachusetts,Boston,48
Boston Logan International ,2020-07-02,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-08-02,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-08-08,United States of America (the),Massachusetts,Boston,63
Boston Logan International ,2020-07-26,United States of America (the),Massachusetts,Boston,67
Boston Logan International ,2020-05-10,United States of America (the),Massachusetts,Boston,52
Boston Logan International ,2020-09-14,United States of America (the),Massachusetts,Boston,69
Boston Logan International ,2020-09-22,United States of America (the),Massachusetts,Boston,71
Boston Logan International ,2020-10-12,United States of America (the),Massachusetts,Boston,51
Boston Logan International ,2020-06-21,United States of America (the),Massachusetts,Boston,56
Boston Logan International ,2020-04-29,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-03-26,United States of America (the),Massachusetts,Boston,76
Boston Logan International ,2020-08-25,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-06-28,United States of America (the),Massachusetts,Boston,59
Boston Logan International ,2020-10-08,United States of America (the),Massachusetts,Boston,61
Boston Logan International ,2020-10-06,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-04-28,United States of America (the),Massachusetts,Boston,63
Boston Logan International ,2020-09-24,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-06-27,United States of America (the),Massachusetts,Boston,54
Boston Logan International ,2020-07-20,United States of America (the),Massachusetts,Boston,59
Boston Logan International ,2020-03-22,United States of America (the),Massachusetts,Boston,89
Boston Logan International ,2020-09-02,United States of America (the),Massachusetts,Boston,75
Boston Logan International ,2020-09-11,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-03-20,United States of America (the),Massachusetts,Boston,89
Boston Logan International ,2020-07-23,United States of America (the),Massachusetts,Boston,60
Boston Logan International ,2020-06-18,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-09-29,United States of America (the),Massachusetts,Boston,73
Boston Logan International ,2020-06-06,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-10-01,United States of America (the),Massachusetts,Boston,67
Boston Logan International ,2020-04-04,United States of America (the),Massachusetts,Boston,63
Boston Logan International ,2020-03-30,United States of America (the),Massachusetts,Boston,63
Boston Logan International ,2020-09-06,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-10-09,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-06-17,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-04-12,United States of America (the),Massachusetts,Boston,60
Boston Logan International ,2020-04-23,United States of America (the),Massachusetts,Boston,56
Boston Logan International ,2020-09-03,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-05-15,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-08-26,United States of America (the),Massachusetts,Boston,76
Boston Logan International ,2020-08-11,United States of America (the),Massachusetts,Boston,63
Boston Logan International ,2020-04-17,United States of America (the),Massachusetts,Boston,60
Boston Logan International ,2020-09-30,United States of America (the),Massachusetts,Boston,78
Boston Logan International ,2020-04-25,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-09-09,United States of America (the),Massachusetts,Boston,66
Boston Logan International ,2020-06-20,United States of America (the),Massachusetts,Boston,52
Boston Logan International ,2020-05-31,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-10-03,United States of America (the),Massachusetts,Boston,67
Boston Logan International ,2020-08-09,United States of America (the),Massachusetts,Boston,60
Boston Logan International ,2020-08-03,United States of America (the),Massachusetts,Boston,67
Boston Logan International ,2020-05-02,United States of America (the),Massachusetts,Boston,66
Boston Logan International ,2020-08-30,United States of America (the),Massachusetts,Boston,75
Boston Logan International ,2020-06-19,United States of America (the),Massachusetts,Boston,59
Boston Logan International ,2020-08-19,United States of America (the),Massachusetts,Boston,70
Boston Logan International ,2020-07-14,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-03-16,United States of America (the),Massachusetts,Boston,97
Boston Logan International ,2020-03-19,United States of America (the),Massachusetts,Boston,80
Boston Logan International ,2020-04-19,United States of America (the),Massachusetts,Boston,63
Boston Logan International ,2020-04-18,United States of America (the),Massachusetts,Boston,61
Boston Logan International ,2020-10-10,United States of America (the),Massachusetts,Boston,63
Boston Logan International ,2020-04-30,United States of America (the),Massachusetts,Boston,56
Boston Logan International ,2020-06-01,United States of America (the),Massachusetts,Boston,69
Boston Logan International ,2020-04-21,United States of America (the),Massachusetts,Boston,60
Boston Logan International ,2020-09-15,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-06-23,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-04-01,United States of America (the),Massachusetts,Boston,66
Boston Logan International ,2020-05-13,United States of America (the),Massachusetts,Boston,61
Boston Logan International ,2020-08-23,United States of America (the),Massachusetts,Boston,73
Boston Logan International ,2020-09-05,United States of America (the),Massachusetts,Boston,59
Boston Logan International ,2020-05-08,United States of America (the),Massachusetts,Boston,63
Boston Logan International ,2020-10-11,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-10-04,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-07-07,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-07-22,United States of America (the),Massachusetts,Boston,72
Boston Logan International ,2020-09-19,United States of America (the),Massachusetts,Boston,63
Boston Logan International ,2020-05-23,United States of America (the),Massachusetts,Boston,51
Boston Logan International ,2020-03-23,United States of America (the),Massachusetts,Boston,78
Boston Logan International ,2020-09-20,United States of America (the),Massachusetts,Boston,56
Boston Logan International ,2020-05-30,United States of America (the),Massachusetts,Boston,55
Boston Logan International ,2020-07-06,United States of America (the),Massachusetts,Boston,65
Boston Logan International ,2020-08-05,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-06-15,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-10-07,United States of America (the),Massachusetts,Boston,75
Boston Logan International ,2020-07-30,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-07-31,United States of America (the),Massachusetts,Boston,69
Boston Logan International ,2020-05-09,United States of America (the),Massachusetts,Boston,56
Boston Logan International ,2020-03-31,United States of America (the),Massachusetts,Boston,71
Boston Logan International ,2020-04-09,United States of America (the),Massachusetts,Boston,53
Boston Logan International ,2020-06-03,United States of America (the),Massachusetts,Boston,73
Boston Logan International ,2020-07-12,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-07-21,United States of America (the),Massachusetts,Boston,91
Boston Logan International ,2020-05-05,United States of America (the),Massachusetts,Boston,57
Boston Logan International ,2020-08-10,United States of America (the),Massachusetts,Boston,66
Boston Logan International ,2020-05-04,United States of America (the),Massachusetts,Boston,58
Boston Logan International ,2020-08-04,United States of America (the),Massachusetts,Boston,73
Boston Logan International ,2020-07-03,United States of America (the),Massachusetts,Boston,57
Boston Logan International ,2020-05-16,United States of America (the),Massachusetts,Boston,53
Boston Logan International ,2020-06-25,United States of America (the),Massachusetts,Boston,55
Boston Logan International ,2020-10-15,United States of America (the),Massachusetts,Boston,64
Boston Logan International ,2020-09-01,United States of America (the),Massachusetts,Boston,69
Boston Logan International ,2020-10-13,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-04-24,United States of America (the),Massachusetts,Boston,54
Boston Logan International ,2020-08-07,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-05-01,United States of America (the),Massachusetts,Boston,59
Boston Logan International ,2020-06-16,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-07-17,United States of America (the),Massachusetts,Boston,60
Boston Logan International ,2020-04-03,United States of America (the),Massachusetts,Boston,56
Boston Logan International ,2020-09-07,United States of America (the),Massachusetts,Boston,44
Boston Logan International ,2020-04-15,United States of America (the),Massachusetts,Boston,59
Boston Logan International ,2020-08-13,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-04-07,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-09-16,United States of America (the),Massachusetts,Boston,75
Boston Logan International ,2020-06-29,United States of America (the),Massachusetts,Boston,62
Boston Logan International ,2020-07-01,United States of America (the),Massachusetts,Boston,68
Boston Logan International ,2020-04-11,United States of America (the),Massachusetts,Boston,60
