airport,date,country,state,city,baseline_percent
Halifax International,2020-10-13,Canada,Nova Scotia,Halifax,60
Halifax International,2020-10-02,Canada,Nova Scotia,Halifax,68
Halifax International,2020-04-15,Canada,Nova Scotia,Halifax,34
Halifax International,2020-06-13,Canada,Nova Scotia,Halifax,35
Halifax International,2020-04-25,Canada,Nova Scotia,Halifax,11
Halifax International,2020-06-05,Canada,Nova Scotia,Halifax,43
Halifax International,2020-04-06,Canada,Nova Scotia,Halifax,55
Halifax International,2020-08-21,Canada,Nova Scotia,Halifax,58
Halifax International,2020-04-04,Canada,Nova Scotia,Halifax,33
Toronto Pearson,2020-08-27,Canada,Ontario,Mississauga,72
Toronto Pearson,2020-04-03,Canada,Ontario,Mississauga,56
Toronto Pearson,2020-10-05,Canada,Ontario,Mississauga,80
Toronto Pearson,2020-10-13,Canada,Ontario,Mississauga,67
Toronto Pearson,2020-03-25,Canada,Ontario,Mississauga,65
Toronto Pearson,2020-07-25,Canada,Ontario,Mississauga,34
Toronto Pearson,2020-08-15,Canada,Ontario,Mississauga,35
Toronto Pearson,2020-04-28,Canada,Ontario,Mississauga,59
Toronto Pearson,2020-10-12,Canada,Ontario,Mississauga,17
Toronto Pearson,2020-03-19,Canada,Ontario,Mississauga,82
Toronto Pearson,2020-06-27,Canada,Ontario,Mississauga,43
Toronto Pearson,2020-05-02,Canada,Ontario,Mississauga,26
Toronto Pearson,2020-06-17,Canada,Ontario,Mississauga,70
Toronto Pearson,2020-09-10,Canada,Ontario,Mississauga,74
Toronto Pearson,2020-06-06,Canada,Ontario,Mississauga,41
Toronto Pearson,2020-05-15,Canada,Ontario,Mississauga,52
Toronto Pearson,2020-03-29,Canada,Ontario,Mississauga,28
Toronto Pearson,2020-05-10,Canada,Ontario,Mississauga,24
Toronto Pearson,2020-07-07,Canada,Ontario,Mississauga,64
Toronto Pearson,2020-04-13,Canada,Ontario,Mississauga,49
Toronto Pearson,2020-07-26,Canada,Ontario,Mississauga,39
Toronto Pearson,2020-05-04,Canada,Ontario,Mississauga,56
Toronto Pearson,2020-05-21,Canada,Ontario,Mississauga,64
Toronto Pearson,2020-10-14,Canada,Ontario,Mississauga,73
Toronto Pearson,2020-08-13,Canada,Ontario,Mississauga,68
Toronto Pearson,2020-06-04,Canada,Ontario,Mississauga,69
Toronto Pearson,2020-06-25,Canada,Ontario,Mississauga,69
Toronto Pearson,2020-04-20,Canada,Ontario,Mississauga,59
Toronto Pearson,2020-06-21,Canada,Ontario,Mississauga,29
Toronto Pearson,2020-07-16,Canada,Ontario,Mississauga,67
Toronto Pearson,2020-05-26,Canada,Ontario,Mississauga,65
Toronto Pearson,2020-09-19,Canada,Ontario,Mississauga,46
Toronto Pearson,2020-08-14,Canada,Ontario,Mississauga,66
Toronto Pearson,2020-03-26,Canada,Ontario,Mississauga,58
Toronto Pearson,2020-08-09,Canada,Ontario,Mississauga,36
Toronto Pearson,2020-05-08,Canada,Ontario,Mississauga,57
Toronto Pearson,2020-09-27,Canada,Ontario,Mississauga,39
Toronto Pearson,2020-05-09,Canada,Ontario,Mississauga,26
Toronto Pearson,2020-06-23,Canada,Ontario,Mississauga,65
Toronto Pearson,2020-07-01,Canada,Ontario,Mississauga,16
Toronto Pearson,2020-03-18,Canada,Ontario,Mississauga,81
Toronto Pearson,2020-05-07,Canada,Ontario,Mississauga,49
Toronto Pearson,2020-03-30,Canada,Ontario,Mississauga,58
Toronto Pearson,2020-06-08,Canada,Ontario,Mississauga,69
Toronto Pearson,2020-05-11,Canada,Ontario,Mississauga,54
Toronto Pearson,2020-09-01,Canada,Ontario,Mississauga,65
Toronto Pearson,2020-09-07,Canada,Ontario,Mississauga,16
Toronto Pearson,2020-03-21,Canada,Ontario,Mississauga,66
Toronto Pearson,2020-04-23,Canada,Ontario,Mississauga,51
Toronto Pearson,2020-07-31,Canada,Ontario,Mississauga,64
Toronto Pearson,2020-10-11,Canada,Ontario,Mississauga,34
Toronto Pearson,2020-03-24,Canada,Ontario,Mississauga,73
Toronto Pearson,2020-06-26,Canada,Ontario,Mississauga,63
Toronto Pearson,2020-04-15,Canada,Ontario,Mississauga,57
Toronto Pearson,2020-06-15,Canada,Ontario,Mississauga,79
Toronto Pearson,2020-03-27,Canada,Ontario,Mississauga,57
Toronto Pearson,2020-07-15,Canada,Ontario,Mississauga,73
Toronto Pearson,2020-08-02,Canada,Ontario,Mississauga,31
Toronto Pearson,2020-09-12,Canada,Ontario,Mississauga,36
Toronto Pearson,2020-09-09,Canada,Ontario,Mississauga,75
Toronto Pearson,2020-07-02,Canada,Ontario,Mississauga,66
Toronto Pearson,2020-04-11,Canada,Ontario,Mississauga,21
Toronto Pearson,2020-03-28,Canada,Ontario,Mississauga,38
Toronto Pearson,2020-05-22,Canada,Ontario,Mississauga,66
Toronto Pearson,2020-08-25,Canada,Ontario,Mississauga,71
Toronto Pearson,2020-09-08,Canada,Ontario,Mississauga,70
Toronto Pearson,2020-09-13,Canada,Ontario,Mississauga,37
Toronto Pearson,2020-06-05,Canada,Ontario,Mississauga,63
Toronto Pearson,2020-06-22,Canada,Ontario,Mississauga,77
Toronto Pearson,2020-09-18,Canada,Ontario,Mississauga,64
Toronto Pearson,2020-06-11,Canada,Ontario,Mississauga,70
Toronto Pearson,2020-07-06,Canada,Ontario,Mississauga,78
Toronto Pearson,2020-05-03,Canada,Ontario,Mississauga,24
Toronto Pearson,2020-07-21,Canada,Ontario,Mississauga,70
Toronto Pearson,2020-06-10,Canada,Ontario,Mississauga,66
Toronto Pearson,2020-10-03,Canada,Ontario,Mississauga,41
Toronto Pearson,2020-07-04,Canada,Ontario,Mississauga,43
Toronto Pearson,2020-04-10,Canada,Ontario,Mississauga,10
Toronto Pearson,2020-09-11,Canada,Ontario,Mississauga,69
Toronto Pearson,2020-05-13,Canada,Ontario,Mississauga,51
Toronto Pearson,2020-06-20,Canada,Ontario,Mississauga,37
Toronto Pearson,2020-07-23,Canada,Ontario,Mississauga,73
Toronto Pearson,2020-06-02,Canada,Ontario,Mississauga,64
Toronto Pearson,2020-05-12,Canada,Ontario,Mississauga,58
Toronto Pearson,2020-08-31,Canada,Ontario,Mississauga,73
Toronto Pearson,2020-04-04,Canada,Ontario,Mississauga,28
Toronto Pearson,2020-05-20,Canada,Ontario,Mississauga,63
Toronto Pearson,2020-05-30,Canada,Ontario,Mississauga,41
Toronto Pearson,2020-05-05,Canada,Ontario,Mississauga,50
Toronto Pearson,2020-07-24,Canada,Ontario,Mississauga,70
Toronto Pearson,2020-09-25,Canada,Ontario,Mississauga,64
Toronto Pearson,2020-06-01,Canada,Ontario,Mississauga,75
Toronto Pearson,2020-07-08,Canada,Ontario,Mississauga,68
Toronto Pearson,2020-04-26,Canada,Ontario,Mississauga,24
Toronto Pearson,2020-05-06,Canada,Ontario,Mississauga,54
Toronto Pearson,2020-10-09,Canada,Ontario,Mississauga,64
Toronto Pearson,2020-04-07,Canada,Ontario,Mississauga,52
Toronto Pearson,2020-09-15,Canada,Ontario,Mississauga,71
Toronto Pearson,2020-04-14,Canada,Ontario,Mississauga,50
Toronto Pearson,2020-09-29,Canada,Ontario,Mississauga,74
Toronto Pearson,2020-07-17,Canada,Ontario,Mississauga,62
Toronto Pearson,2020-04-05,Canada,Ontario,Mississauga,20
Toronto Pearson,2020-08-30,Canada,Ontario,Mississauga,35
Toronto Pearson,2020-07-12,Canada,Ontario,Mississauga,37
Toronto Pearson,2020-07-05,Canada,Ontario,Mississauga,29
Toronto Pearson,2020-06-19,Canada,Ontario,Mississauga,65
Toronto Pearson,2020-03-23,Canada,Ontario,Mississauga,74
Toronto Pearson,2020-09-26,Canada,Ontario,Mississauga,46
Toronto Pearson,2020-09-21,Canada,Ontario,Mississauga,74
Toronto Pearson,2020-04-06,Canada,Ontario,Mississauga,62
Toronto Pearson,2020-09-30,Canada,Ontario,Mississauga,74
Toronto Pearson,2020-09-20,Canada,Ontario,Mississauga,38
Toronto Pearson,2020-09-05,Canada,Ontario,Mississauga,44
Toronto Pearson,2020-08-21,Canada,Ontario,Mississauga,60
Toronto Pearson,2020-03-31,Canada,Ontario,Mississauga,58
Toronto Pearson,2020-08-16,Canada,Ontario,Mississauga,38
Toronto Pearson,2020-04-02,Canada,Ontario,Mississauga,53
Toronto Pearson,2020-08-18,Canada,Ontario,Mississauga,70
Toronto Pearson,2020-04-21,Canada,Ontario,Mississauga,51
Toronto Pearson,2020-04-25,Canada,Ontario,Mississauga,25
Toronto Pearson,2020-08-11,Canada,Ontario,Mississauga,69
Toronto Pearson,2020-03-16,Canada,Ontario,Mississauga,100
Toronto Pearson,2020-07-14,Canada,Ontario,Mississauga,62
Toronto Pearson,2020-08-04,Canada,Ontario,Mississauga,67
Toronto Pearson,2020-03-20,Canada,Ontario,Mississauga,75
Toronto Pearson,2020-04-18,Canada,Ontario,Mississauga,27
Toronto Pearson,2020-08-19,Canada,Ontario,Mississauga,65
Toronto Pearson,2020-06-12,Canada,Ontario,Mississauga,69
Toronto Pearson,2020-06-30,Canada,Ontario,Mississauga,69
Toronto Pearson,2020-10-16,Canada,Ontario,Mississauga,76
Toronto Pearson,2020-04-29,Canada,Ontario,Mississauga,51
Toronto Pearson,2020-06-03,Canada,Ontario,Mississauga,66
Toronto Pearson,2020-06-09,Canada,Ontario,Mississauga,65
Toronto Pearson,2020-08-20,Canada,Ontario,Mississauga,75
Toronto Pearson,2020-08-06,Canada,Ontario,Mississauga,75
Toronto Pearson,2020-04-01,Canada,Ontario,Mississauga,53
Toronto Pearson,2020-10-08,Canada,Ontario,Mississauga,71
Toronto Pearson,2020-07-30,Canada,Ontario,Mississauga,71
Toronto Pearson,2020-06-16,Canada,Ontario,Mississauga,74
Toronto Pearson,2020-09-22,Canada,Ontario,Mississauga,74
Toronto Pearson,2020-04-24,Canada,Ontario,Mississauga,52
Toronto Pearson,2020-09-03,Canada,Ontario,Mississauga,78
Toronto Pearson,2020-05-31,Canada,Ontario,Mississauga,29
Toronto Pearson,2020-07-09,Canada,Ontario,Mississauga,71
Toronto Pearson,2020-04-19,Canada,Ontario,Mississauga,21
Toronto Pearson,2020-09-28,Canada,Ontario,Mississauga,84
Toronto Pearson,2020-08-24,Canada,Ontario,Mississauga,75
Toronto Pearson,2020-04-22,Canada,Ontario,Mississauga,53
Toronto Pearson,2020-09-16,Canada,Ontario,Mississauga,75
Toronto Pearson,2020-08-29,Canada,Ontario,Mississauga,46
Toronto Pearson,2020-10-06,Canada,Ontario,Mississauga,72
Toronto Pearson,2020-07-28,Canada,Ontario,Mississauga,71
Toronto Pearson,2020-09-17,Canada,Ontario,Mississauga,77
Toronto Pearson,2020-06-24,Canada,Ontario,Mississauga,69
Toronto Pearson,2020-08-01,Canada,Ontario,Mississauga,38
Toronto Pearson,2020-03-17,Canada,Ontario,Mississauga,89
Toronto Pearson,2020-08-26,Canada,Ontario,Mississauga,72
Toronto Pearson,2020-07-22,Canada,Ontario,Mississauga,68
Toronto Pearson,2020-05-14,Canada,Ontario,Mississauga,57
Toronto Pearson,2020-05-25,Canada,Ontario,Mississauga,68
Toronto Pearson,2020-07-11,Canada,Ontario,Mississauga,37
Toronto Pearson,2020-07-29,Canada,Ontario,Mississauga,73
Toronto Pearson,2020-04-12,Canada,Ontario,Mississauga,16
Toronto Pearson,2020-05-17,Canada,Ontario,Mississauga,21
Toronto Pearson,2020-08-22,Canada,Ontario,Mississauga,35
Toronto Pearson,2020-04-16,Canada,Ontario,Mississauga,55
Toronto Pearson,2020-10-10,Canada,Ontario,Mississauga,43
Toronto Pearson,2020-07-13,Canada,Ontario,Mississauga,81
Toronto Pearson,2020-09-24,Canada,Ontario,Mississauga,77
Toronto Pearson,2020-10-02,Canada,Ontario,Mississauga,70
Toronto Pearson,2020-09-02,Canada,Ontario,Mississauga,74
Toronto Pearson,2020-09-06,Canada,Ontario,Mississauga,31
Toronto Pearson,2020-03-22,Canada,Ontario,Mississauga,64
Toronto Pearson,2020-05-28,Canada,Ontario,Mississauga,64
Toronto Pearson,2020-07-10,Canada,Ontario,Mississauga,69
Toronto Pearson,2020-08-08,Canada,Ontario,Mississauga,47
Toronto Pearson,2020-08-28,Canada,Ontario,Mississauga,71
Toronto Pearson,2020-06-07,Canada,Ontario,Mississauga,28
Toronto Pearson,2020-09-04,Canada,Ontario,Mississauga,72
Toronto Pearson,2020-05-18,Canada,Ontario,Mississauga,10
Toronto Pearson,2020-05-24,Canada,Ontario,Mississauga,23
Toronto Pearson,2020-08-23,Canada,Ontario,Mississauga,39
Toronto Pearson,2020-07-19,Canada,Ontario,Mississauga,36
Toronto Pearson,2020-08-12,Canada,Ontario,Mississauga,67
Toronto Pearson,2020-04-17,Canada,Ontario,Mississauga,46
Toronto Pearson,2020-04-27,Canada,Ontario,Mississauga,62
Toronto Pearson,2020-09-23,Canada,Ontario,Mississauga,70
Toronto Pearson,2020-05-16,Canada,Ontario,Mississauga,23
Toronto Pearson,2020-10-01,Canada,Ontario,Mississauga,69
Toronto Pearson,2020-06-28,Canada,Ontario,Mississauga,41
Toronto Pearson,2020-10-04,Canada,Ontario,Mississauga,33
